group_url,url_count,full_url,ex_num,Unnamed: 4,final_target_url,info
https://www.amoremall.com/kr/ko/product/detail,1796,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn={onlineProdSn},68065,,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=68065,""
https://www.amoremall.com/kr/ko/cs/noticeView,24,https://www.amoremall.com/kr/ko/cs/noticeView/{id},7021,,https://www.amoremall.com/kr/ko/cs/noticeView/7021,"아모레퍼시픽 공식몰

## 공지사항

[당첨자발표]

### [패밀리브랜드 통합] Family Brands, Thank you so much! 페이백 이벤트 당첨자 발표

작성일 2025.12.29조회 1823

AMORE MALL을 사랑해주시는 고객 여러분 안녕하세요.

💗**[관계사통합] Family Brands, Thank you so much! 페이백 이벤트**💗

당첨자 안내드립니다.

**📍브랜드 투어 스템프 페이백**

**12월 8일 ~ 12월 13일 기간 동안 4개 브랜드 (이니스프리, 에스쁘아, 에뛰드, 오설록) 제품을 모두 구매하신** 후,

**12월 28일 기간까지 구매확정 하신** 고객님께

**💌기프트카드 4천원💌**을 선물해드릴 예정입니다.

**※ 기프트카드는 구매 수량과 관계없이 한 아이디 당 1번 지급됩니다.**

**※ 경품 발송 일자 : 12월 31일 이후 7일 이내 순차 발급 예정**

행사 기간 동안 보내주신 사랑에 감사드리며,

앞으로도 많은 관심 부탁 드립니다.

해당 고객 정보는 개인정보 보호를 위해

고객 아이디 일부와 휴대전화번호 뒤 4자리를 알려드립니다.

감사합니다.

**▪▪▪** 💗 **[관계사통합] From Family Brands, Thank you so much! 페이백 이벤트 발표**💗 **▪▪▪**

**📍브랜드 투어 스템프 페이백\_ 기프트카드 4천원**

|  |  |
| --- | --- |
| **아이디** | **연락처(기본)** |
| 0103\*\*\*\*\*\*\* | 010-\*\*\*\*-7329 |
| 0109\*\*\*\*\*\*\* | 010-\*\*\*\*-0926 |
| 0109\*\*\*\*\*\*\* | 010-\*\*\*\*-4003 |
| aejo\*\*\*\*\*\* | 010-\*\*\*\*-0888 |
| choi\*\*\*\*\*\*\*\* | 010-\*\*\*\*-6097 |
| dais\*\*\*\*\* | 010-\*\*\*\*-2790 |
| dari\*\*\*\*\* | 010-\*\*\*\*-1218 |
| dltn\*\*\*\*\*\*\* | 010-\*\*\*\*-9494 |
| drop\*\*\*\* | 010-\*\*\*\*-1121 |
| ghkd\*\*\*\*\*\*\*\* | 010-\*\*\*\*-4025 |
| iren\*\*\*\*\*\* | 010-\*\*\*\*-8628 |
| kimh\*\*\*\*\*\* | 010-\*\*\*\*-8690 |
| kjk9\*\* | 010-\*\*\*\*-0387 |
| ksi6\*\*\* | 010-\*\*\*\*-6965 |
| sisy\*\*\*\*\*\* | 010-\*\*\*\*-9799 |
| skyb\*\*\*\*\*\* | 010-\*\*\*\*-5925 |
| skyb\*\*\*\*\*\* | - |
| tvxq\*\*\*\* | 010-\*\*\*\*-7368 |

목록보기

공지사항

[패밀리브랜드 통합] Family Brands, Thank you so much! 페이백 이벤트 당첨자 발표

공지사항 더보기

{#area: 공통 | name: 공통\_Action bar} 최상단으로 이동"
